customer_id,name,age,region,plan,signup_date,support_tickets,nps_score,churned
C00704,Luan Oliveira,62,Norte,Basic,2021-06-01,4,5,1
C00705,Sra. Esther Teixeira,21,Sul,Basic,2023-08-13,1,2,0
C00706,Theo Moraes,53,Centro-Oeste,Basic,2021-09-16,2,2,0
C00707,Sara das Neves,23,Nordeste,Basic,2021-11-20,3,6,0
C00708,Alícia Borges,48,Centro-Oeste,Pro,2023-10-14,4,0,0
C00709,Sofia Marques,36,Sudeste,Basic,2023-05-19,3,0,0
C00710,Henrique Pacheco,61,Nordeste,Basic,2022-11-19,1,9,0
C00711,Sr. Benicio da Paz,56,Norte,Pro,2021-11-06,3,2,0
C00712,Olivia da Paz,44,Nordeste,Basic,2023-03-14,1,7,1
C00713,Alexia Caldeira,27,Norte,Basic,2023-12-16,1,0,0
C00714,Catarina da Luz,43,Norte,Basic,2022-09-12,1,9,0
C00715,Sra. Maria Luiza Fonseca,36,Nordeste,Enterprise,2022-04-18,3,3,0
C00716,Murilo Aragão,56,Norte,Basic,2022-04-06,0,8,0
C00717,Evelyn Fonseca,20,Norte,Enterprise,2023-03-25,3,3,0
C00718,Laura Barbosa,62,Sudeste,Pro,2023-04-26,0,9,0
C00719,Sofia Machado,30,Centro-Oeste,Basic,2022-10-29,2,7,1
C00720,Lara Pinto,67,Centro-Oeste,Enterprise,2021-09-19,0,6,0
C00721,Bárbara Cardoso,45,Sudeste,Basic,2021-12-21,0,2,0
C00722,Matteo Freitas,37,Nordeste,Basic,2023-02-09,0,6,1
C00723,Dr. Diego Costa,45,Sul,Pro,2021-06-29,1,6,1
C00724,Sophia Guerra,25,Sul,Pro,2021-03-07,1,9,0
C00725,Ana Cecília Aparecida,58,Sul,Pro,2023-03-31,3,2,0
C00726,Davi Miguel Silva,56,Sudeste,Basic,2021-06-20,1,1,1
C00727,Dr. Valentim Marques,18,Sudeste,Basic,2022-04-19,0,8,1
C00728,Théo Carvalho,20,Norte,Pro,2022-06-18,3,0,1
C00729,Dr. Enrico Gonçalves,30,Sul,Basic,2022-03-15,2,6,0
C00730,Letícia Pastor,45,Nordeste,Basic,2023-04-15,1,3,0
C00731,Dr. Kaique Melo,66,Nordeste,Basic,2021-08-15,1,1,0
C00732,Léo Farias,42,Sul,Basic,2022-03-18,3,1,0
C00733,Brenda Leão,50,Sul,Enterprise,2022-01-31,3,7,1
C00734,Lorena Vieira,55,Sul,Basic,2022-12-29,1,6,1
C00735,Dra. Amanda Peixoto,23,Sudeste,Enterprise,2021-03-25,2,6,0
C00736,Julia Rezende,61,Sudeste,Basic,2023-11-03,3,4,0
C00737,Heloísa Silveira,62,Sudeste,Pro,2022-11-24,2,9,0
C00738,Rhavi Cavalcante,49,Centro-Oeste,Basic,2022-05-08,1,7,0
C00739,Maria Helena Casa Grande,62,Nordeste,Basic,2023-08-28,2,1,0
C00740,Isabelly Andrade,64,Nordeste,Basic,2021-12-19,1,1,0
C00741,Brenda Correia,38,Norte,Basic,2023-12-17,2,4,0
C00742,Pedro Lucas Dias,33,Sudeste,Pro,2021-02-09,4,0,0
C00743,Clarice Jesus,38,Centro-Oeste,Enterprise,2022-10-02,1,5,0
C00744,Srta. Maria Sophia Montenegro,28,Centro-Oeste,Pro,2021-06-22,0,3,1
C00745,Olivia Sousa,54,Nordeste,Basic,2021-09-16,1,5,0
C00746,Srta. Cecilia Moreira,53,Sudeste,Basic,2022-06-01,4,6,1
C00747,Luan Ribeiro,52,Norte,Basic,2022-12-31,2,2,0
C00748,Valentina Garcia,36,Sudeste,Pro,2022-06-07,0,10,0
C00749,Sr. Raul Nascimento,37,Sul,Pro,2023-04-19,1,7,0
C00750,Dr. João Pimenta,35,Sudeste,Enterprise,2021-04-27,0,6,1
C00751,Evelyn da Cruz,64,Sul,Basic,2021-07-03,3,0,0
C00752,Kaique Câmara,58,Sul,Pro,2021-06-11,1,5,0
C00753,João Pedro Santos,66,Norte,Basic,2022-06-27,2,6,0
C00754,Samuel Dias,31,Nordeste,Pro,2023-04-19,2,10,0
C00755,Marcela Novais,32,Sudeste,Pro,2023-12-26,3,3,0
C00756,Sra. Laura Campos,48,Sul,Pro,2023-12-30,2,1,0
C00757,Ísis Garcia,18,Sudeste,Pro,2022-03-23,1,9,0
C00758,Manuella Vargas,20,Nordeste,Basic,2022-02-20,4,8,0
C00759,João Vitor Aparecida,33,Nordeste,Pro,2022-06-16,2,6,0
C00760,Bruno Ferreira,40,Centro-Oeste,Basic,2022-03-17,2,0,0
C00761,Jade Souza,28,Nordeste,Pro,2023-01-08,1,7,1
C00762,Hadassa Costa,29,Norte,Basic,2022-04-09,4,2,0
C00763,Júlia Novais,27,Sul,Pro,2022-01-31,1,3,1
C00764,Sra. Cecilia Caldeira,49,Centro-Oeste,Enterprise,2022-12-12,3,4,0
C00765,Isabella da Cruz,33,Norte,Enterprise,2022-01-30,2,0,0
C00766,Vinícius Câmara,25,Sudeste,Pro,2021-11-22,1,5,0
C00767,Isabel Aragão,55,Sul,Pro,2023-01-20,1,9,0
C00768,Noah Farias,29,Nordeste,Pro,2023-12-30,0,5,1
C00769,Sra. Beatriz Rodrigues,41,Sul,Pro,2022-10-04,1,1,1
C00770,André Novaes,45,Sudeste,Enterprise,2021-08-02,1,10,1
C00771,Nicolas Rezende,25,Centro-Oeste,Basic,2022-01-04,1,9,1
C00772,Pietra Rezende,45,Centro-Oeste,Enterprise,2021-02-18,3,5,0
C00773,João Pedro Duarte,53,Centro-Oeste,Enterprise,2023-12-12,2,7,0
C00774,Bento Vargas,43,Nordeste,Pro,2021-05-13,3,5,0
C00775,Igor Nascimento,25,Norte,Basic,2023-09-26,0,3,1
C00776,Dra. Ana Carolina Cavalcanti,67,Norte,Basic,2023-02-25,1,3,0
C00777,Emanuelly Andrade,45,Sul,Enterprise,2022-01-08,1,8,1
C00778,Sabrina Cirino,45,Nordeste,Basic,2022-04-24,5,5,0
C00779,Sra. Ana Carolina Albuquerque,54,Centro-Oeste,Enterprise,2023-04-12,5,7,0
C00780,Cauê Farias,58,Centro-Oeste,Basic,2022-10-12,3,7,0
C00781,Rafael Ramos,53,Sudeste,Basic,2022-11-13,3,6,0
C00782,Valentina Monteiro,44,Sudeste,Enterprise,2022-11-19,2,2,0
C00783,Thiago Martins,34,Centro-Oeste,Pro,2021-03-23,2,9,0
C00784,Gael Camargo,26,Centro-Oeste,Pro,2021-03-28,2,0,1
C00785,Sr. Raul Ramos,50,Nordeste,Pro,2021-08-13,0,4,0
C00786,Francisco Albuquerque,37,Norte,Basic,2021-01-16,2,9,0
C00787,Sra. Laís Nunes,30,Sudeste,Pro,2023-04-02,1,9,1
C00788,Evelyn Cavalcanti,45,Norte,Basic,2021-06-12,2,1,0
C00789,Maria Luiza Lima,65,Nordeste,Enterprise,2022-05-29,2,9,0
C00790,Lunna Borges,46,Centro-Oeste,Enterprise,2021-12-16,4,1,0
C00791,Aylla Cirino,30,Norte,Basic,2022-11-12,4,6,0
C00792,Rhavi Duarte,63,Centro-Oeste,Pro,2021-06-30,2,10,0
C00793,André da Luz,52,Centro-Oeste,Pro,2023-01-13,2,2,1
C00794,Isabela Machado,23,Sul,Basic,2022-10-22,4,7,0
C00795,Lucas da Rosa,35,Norte,Enterprise,2022-05-08,2,8,0
C00796,Alexia da Luz,68,Norte,Basic,2023-07-12,4,7,0
C00797,Maria Cecília Sales,22,Centro-Oeste,Basic,2021-05-08,0,5,0
C00798,Bento Rios,64,Nordeste,Pro,2022-07-19,0,4,0
C00799,Ravi Lucca das Neves,42,Sul,Pro,2022-07-04,2,2,0
C00800,Nathan Rodrigues,19,Centro-Oeste,Pro,2022-03-29,2,2,0
C00801,Luana Sales,27,Sudeste,Pro,2022-04-16,3,6,1
C00802,Juan Freitas,47,Sudeste,Pro,2023-09-15,3,4,0
C00803,Hellena Câmara,67,Sul,Pro,2023-01-08,4,5,0
C00804,Rhavi Cassiano,62,Nordeste,Basic,2021-08-12,1,5,0
C00805,Maria Fernanda Leão,22,Centro-Oeste,Basic,2021-06-03,2,8,0
C00806,Dra. Olivia Sá,50,Norte,Basic,2022-07-14,1,0,1
C00807,Helena Teixeira,18,Sul,Basic,2021-12-17,1,7,0
C00808,Bruno Moura,35,Nordeste,Pro,2021-12-15,5,9,0
C00809,Vitória Santos,49,Norte,Basic,2021-07-01,1,4,0
C00810,Sr. Daniel Araújo,64,Sudeste,Basic,2022-09-29,3,5,0
C00811,Sofia Costa,66,Sudeste,Basic,2023-10-15,1,5,0
C00812,Zoe Cassiano,28,Norte,Enterprise,2021-06-28,0,0,0
C00813,Luan Moreira,38,Sul,Enterprise,2023-11-29,1,2,1
C00814,Bruna Rodrigues,43,Sudeste,Pro,2023-02-11,0,5,0
C00815,Samuel Borges,42,Centro-Oeste,Enterprise,2023-06-13,1,10,0
C00816,Melissa Araújo,39,Norte,Pro,2023-10-24,3,10,0
C00817,Caroline Moraes,44,Norte,Pro,2023-10-13,2,8,0
C00818,Mirella Nunes,66,Sudeste,Basic,2021-03-05,1,5,0
C00819,Ravi Rocha,30,Sul,Pro,2021-01-29,3,5,0
C00820,Antônio Gonçalves,50,Centro-Oeste,Pro,2022-01-07,3,0,0
C00821,Alexandre Souza,51,Sul,Pro,2021-04-07,0,8,1
C00822,Brayan Aparecida,58,Nordeste,Pro,2023-09-20,2,3,0
C00823,Manuella Sampaio,52,Nordeste,Pro,2021-01-21,1,1,1
C00824,Vitor Hugo Araújo,18,Sudeste,Pro,2023-01-05,2,0,0
C00825,Ravy Andrade,38,Sudeste,Enterprise,2023-12-06,0,2,0
C00826,Nicolas Cirino,65,Sudeste,Basic,2021-03-07,3,2,0
C00827,Otto Freitas,23,Nordeste,Pro,2022-08-26,2,4,0
C00828,Melissa Garcia,45,Sul,Basic,2021-12-04,4,0,0
C00829,Anna Liz Rodrigues,34,Sul,Pro,2021-05-03,1,6,0
C00830,Ágatha Carvalho,22,Sudeste,Pro,2022-03-23,4,0,0
C00831,Marcela Campos,48,Centro-Oeste,Basic,2022-09-03,1,3,1
C00832,Vitor Gabriel Gonçalves,22,Sul,Pro,2022-11-02,1,5,0
C00833,Carolina Siqueira,55,Nordeste,Basic,2022-09-07,0,0,0
C00834,Alexandre Sá,20,Norte,Pro,2023-06-16,4,6,1
C00835,Kaique Martins,40,Norte,Basic,2021-10-08,4,9,0
C00836,Ísis Lima,54,Norte,Pro,2023-12-03,2,6,0
C00837,Maria Helena da Conceição,54,Centro-Oeste,Basic,2022-08-19,2,2,0
C00838,Raul Ferreira,27,Sudeste,Pro,2022-12-04,2,3,0
C00839,João Guilherme Correia,27,Nordeste,Basic,2023-12-11,2,5,0
C00840,Srta. Ana Beatriz Ribeiro,36,Centro-Oeste,Enterprise,2021-07-29,4,10,0
C00841,Allana da Costa,34,Nordeste,Enterprise,2021-05-06,0,6,1
C00842,Bernardo Brito,38,Nordeste,Enterprise,2022-05-07,4,3,0
C00843,Ana Beatriz Machado,31,Sudeste,Pro,2023-08-18,1,9,0
C00844,Ana Julia da Cruz,26,Norte,Pro,2023-08-28,1,10,0
C00845,Srta. Maria Liz Macedo,63,Sudeste,Basic,2022-08-04,2,8,0
C00846,Vitor Hugo Cunha,18,Centro-Oeste,Basic,2023-02-16,3,8,1
C00847,Davi Miguel Montenegro,68,Centro-Oeste,Basic,2021-09-15,2,8,0
C00848,Igor Siqueira,62,Centro-Oeste,Pro,2021-08-18,7,9,0
C00849,Luiza Oliveira,30,Sudeste,Enterprise,2021-07-08,5,5,0
C00850,Luna da Costa,21,Nordeste,Basic,2021-01-10,2,1,0
C00851,Diego Ribeiro,18,Nordeste,Enterprise,2022-11-07,3,1,0
C00852,Hellena Jesus,66,Sul,Pro,2022-05-17,2,10,0
C00853,João Guilherme Araújo,57,Centro-Oeste,Pro,2021-03-26,2,3,0
C00854,Emanuella Pires,49,Nordeste,Basic,2021-02-18,2,8,0
C00855,Mariane Novais,51,Sul,Basic,2023-04-18,2,2,0
C00856,Ana Julia Ferreira,45,Nordeste,Pro,2023-10-05,2,5,0
C00857,Maria Helena Viana,48,Centro-Oeste,Pro,2022-11-20,1,1,0
C00858,Luiza Sampaio,25,Norte,Basic,2022-01-22,0,0,1
C00859,Maria Luísa Cassiano,56,Centro-Oeste,Pro,2023-08-28,5,4,0
C00860,Marcos Vinicius Cirino,43,Sudeste,Enterprise,2023-10-03,5,7,1
C00861,Olívia da Costa,51,Nordeste,Pro,2021-08-06,1,9,0
C00862,Kaique Santos,20,Nordeste,Enterprise,2023-10-02,2,9,1
C00863,Ravi Araújo,67,Sudeste,Basic,2021-09-12,0,1,0
C00864,Maria Sophia Leão,29,Sudeste,Basic,2021-08-24,1,9,0
C00865,Vitória Carvalho,18,Norte,Pro,2023-11-16,2,8,0
C00866,Isabelly da Cunha,61,Nordeste,Basic,2021-09-28,0,7,0
C00867,Lucas Ramos,22,Nordeste,Basic,2021-05-03,2,2,0
C00868,Rael Freitas,47,Norte,Basic,2022-10-18,4,0,0
C00869,Vitor Gabriel Silveira,47,Sul,Basic,2021-09-16,3,3,0
C00870,Benjamim da Mata,34,Norte,Basic,2023-08-06,3,7,0
C00871,Ana Cecília Barbosa,65,Centro-Oeste,Basic,2021-02-16,5,2,0
C00872,Henrique Mendes,64,Nordeste,Basic,2023-05-13,3,9,0
C00873,Lucas Gabriel da Rosa,40,Sudeste,Basic,2022-06-09,6,1,0
C00874,Heitor Correia,32,Centro-Oeste,Pro,2023-06-07,1,6,0
C00875,Srta. Pietra da Cruz,54,Nordeste,Pro,2021-07-27,4,3,0
C00876,Dra. Gabrielly Gonçalves,38,Norte,Pro,2023-01-17,0,5,0
C00877,Yuri Duarte,31,Centro-Oeste,Basic,2021-05-29,2,4,0
C00878,Mateus Martins,19,Nordeste,Basic,2022-03-14,4,1,0
C00879,Maria Alice das Neves,28,Sul,Pro,2021-06-04,2,9,1
C00880,Luiz Miguel Moraes,68,Sul,Pro,2021-12-24,3,1,0
C00881,Nina Brito,56,Sudeste,Pro,2022-04-01,0,8,1
C00882,Sra. Luiza Costela,55,Nordeste,Basic,2023-02-15,0,10,0
C00883,Dr. Noah Aparecida,51,Sul,Enterprise,2022-09-21,2,9,1
C00884,Hellena Sousa,55,Norte,Basic,2023-04-12,5,1,1
C00885,Antony da Luz,67,Nordeste,Basic,2022-05-01,1,7,0
C00886,Maria Vitória da Rocha,51,Norte,Pro,2022-06-17,1,7,0
C00887,Gael Henrique Farias,35,Norte,Pro,2021-07-19,2,0,0
C00888,Mateus Nunes,47,Sul,Basic,2022-01-06,2,0,0
C00889,Theo Novaes,32,Nordeste,Basic,2023-10-11,1,3,1
C00890,Maitê da Cunha,44,Centro-Oeste,Pro,2023-05-03,0,1,1
C00891,Rebeca Marques,68,Sul,Basic,2021-09-05,3,0,0
C00892,Luiz Gustavo Cavalcante,51,Sul,Basic,2023-02-27,1,8,1
C00893,Yago Mendonça,69,Nordeste,Basic,2021-09-21,1,2,1
C00894,Vitor Hugo Ramos,55,Nordeste,Pro,2023-12-18,1,0,0
C00895,Vinicius Andrade,50,Norte,Basic,2021-01-31,2,1,0
C00896,Benicio Teixeira,41,Nordeste,Enterprise,2022-08-28,2,7,0
C00897,Noah Carvalho,32,Norte,Pro,2022-05-17,2,4,0
C00898,Isabel Azevedo,47,Sul,Enterprise,2023-06-05,0,10,0
C00899,Srta. Alexia Cunha,59,Sudeste,Enterprise,2022-07-03,3,6,0
C00900,Mirella Freitas,68,Centro-Oeste,Basic,2023-04-19,4,5,0
C00901,Rodrigo Ribeiro,34,Sul,Basic,2023-04-28,1,0,0
C00902,Allana Abreu,22,Nordeste,Basic,2022-09-06,5,5,1
C00903,Maria Sophia Albuquerque,46,Centro-Oeste,Basic,2022-02-16,2,10,0
C00904,Vinícius Silveira,21,Sudeste,Pro,2022-03-08,1,6,0
C00905,Vitor Gabriel da Paz,27,Sudeste,Basic,2022-11-09,3,3,1
C00906,Theodoro Sampaio,34,Norte,Basic,2021-06-08,2,7,0
C00907,Marina Cavalcanti,27,Centro-Oeste,Basic,2021-01-14,1,7,0
C00908,Calebe Moura,34,Norte,Enterprise,2022-01-08,2,6,0
C00909,Isaque Correia,37,Sul,Basic,2021-08-13,1,10,0
C00910,Valentina da Cunha,41,Centro-Oeste,Basic,2022-05-26,4,1,1
C00911,Dr. Miguel Barros,22,Sul,Basic,2022-08-26,3,5,0
C00912,Dr. Raul Nunes,51,Norte,Enterprise,2021-08-04,3,5,0
C00913,Henry Gabriel da Rosa,23,Centro-Oeste,Pro,2023-09-15,5,6,0
C00914,Anna Liz Rezende,19,Norte,Basic,2023-04-20,1,5,1
C00915,Ana Beatriz Borges,30,Centro-Oeste,Basic,2022-12-28,3,1,0
C00916,Maria Helena Garcia,60,Norte,Basic,2022-07-08,3,7,1
C00917,Olívia Araújo,60,Sudeste,Basic,2023-12-02,5,3,0
C00918,Alexia Sampaio,65,Norte,Enterprise,2022-11-07,2,8,1
C00919,Bryan Monteiro,28,Sudeste,Pro,2023-05-23,0,7,0
C00920,Luísa Nunes,68,Norte,Basic,2021-10-10,2,2,0
C00921,Vinícius Aparecida,64,Centro-Oeste,Enterprise,2023-12-18,4,2,0
C00922,Heitor Sales,40,Centro-Oeste,Basic,2023-04-14,1,7,1
C00923,Olívia da Mata,33,Centro-Oeste,Pro,2022-06-21,4,1,0
C00924,Breno Rodrigues,48,Nordeste,Enterprise,2023-07-12,2,8,1
C00925,Yago Nunes,28,Sul,Basic,2023-04-22,1,3,0
C00926,Ana Beatriz Cavalcanti,33,Centro-Oeste,Pro,2023-08-06,2,5,0
C00927,Sr. Gustavo Henrique Pastor,25,Sudeste,Basic,2022-10-27,2,2,0
C00928,Miguel Barbosa,21,Centro-Oeste,Basic,2021-03-08,2,2,0
C00929,Enrico Nunes,57,Nordeste,Basic,2021-01-06,3,2,0
C00930,Mathias Rocha,21,Sudeste,Basic,2022-09-29,4,10,0
C00931,Luísa Gomes,42,Nordeste,Pro,2021-11-10,2,9,0
C00932,Srta. Anna Liz Montenegro,20,Sudeste,Enterprise,2022-07-19,0,1,1
C00933,Sra. Ana Júlia Brito,49,Norte,Pro,2023-04-06,2,7,0
C00934,Isabel Barbosa,20,Sul,Enterprise,2022-05-21,2,8,0
C00935,Dr. Luan Alves,44,Sul,Pro,2023-10-23,1,7,1
C00936,Júlia Viana,46,Nordeste,Basic,2021-07-23,1,9,0
C00937,Rebeca da Conceição,49,Sul,Basic,2022-10-24,1,2,0
C00938,Dr. Pedro Cirino,67,Nordeste,Basic,2023-03-16,1,6,0
C00939,Maria Helena Barros,68,Nordeste,Pro,2022-02-08,2,10,0
C00940,Laís da Cruz,36,Nordeste,Enterprise,2022-06-20,1,9,0
C00941,Srta. Antonella da Mata,38,Sul,Basic,2022-07-31,2,1,0
C00942,Mateus Silva,22,Nordeste,Pro,2023-02-02,4,3,1
C00943,Daniela Sousa,35,Sul,Pro,2021-04-27,4,5,0
C00944,Luiza Fonseca,45,Nordeste,Pro,2022-09-20,2,10,0
C00945,Caleb Abreu,59,Centro-Oeste,Basic,2023-01-19,2,4,1
C00946,Pedro Miguel Fonseca,39,Nordeste,Basic,2021-04-15,2,8,0
C00947,Cauã Cardoso,38,Sudeste,Basic,2022-05-10,0,9,0
C00948,Francisco Lopes,23,Nordeste,Basic,2021-02-15,1,3,1
C00949,Sophie Jesus,18,Norte,Basic,2023-04-03,0,4,0
C00950,Apollo Borges,22,Nordeste,Pro,2023-09-09,1,3,1
C00951,Sr. Luan Gomes,58,Sudeste,Basic,2023-08-18,1,7,0
C00952,João Vitor Jesus,29,Sudeste,Enterprise,2023-04-25,3,7,0
C00953,Antonella Silveira,43,Sul,Pro,2022-03-25,2,2,0
C00954,Isabelly Oliveira,63,Centro-Oeste,Pro,2022-06-20,2,0,0
C00955,Eloá Rodrigues,51,Nordeste,Basic,2022-05-26,3,5,0
C00956,Eloá Carvalho,66,Sul,Pro,2022-06-24,1,1,1
C00957,Kevin da Mata,31,Centro-Oeste,Enterprise,2021-01-16,6,1,0
C00958,Clara Azevedo,43,Nordeste,Basic,2021-08-31,2,2,0
C00959,Pedro Henrique da Mota,62,Norte,Basic,2023-07-01,4,7,1
C00960,Letícia Mendes,44,Nordeste,Pro,2023-01-31,2,2,0
C00961,Luiz Miguel da Cunha,26,Sudeste,Basic,2022-12-06,0,6,0
C00962,Thales Peixoto,43,Sudeste,Basic,2021-04-25,3,9,0
C00963,Fernanda Marques,64,Norte,Basic,2022-02-01,1,9,0
C00964,Davi Luiz da Rosa,39,Sul,Basic,2022-01-29,1,8,1
C00965,Miguel Farias,64,Centro-Oeste,Pro,2023-09-05,2,7,0
C00966,Maria Helena Farias,47,Nordeste,Basic,2021-10-24,1,0,1
C00967,Lívia Lopes,60,Sudeste,Enterprise,2023-09-29,3,6,0
C00968,Catarina da Rosa,65,Sul,Pro,2021-06-27,2,6,0
C00969,Sr. Rhavi Dias,34,Norte,Pro,2023-08-25,4,7,0
C00970,Miguel Dias,43,Sudeste,Pro,2021-11-11,0,9,1
C00971,Samuel Oliveira,53,Norte,Enterprise,2023-11-29,2,4,0
C00972,Luan Garcia,18,Nordeste,Basic,2021-09-16,2,9,0
C00973,Matteo Fonseca,25,Centro-Oeste,Enterprise,2021-01-07,2,8,0
C00974,Guilherme Pastor,66,Sudeste,Pro,2021-02-18,3,8,0
C00975,Emilly Rodrigues,52,Sudeste,Pro,2021-06-10,3,7,0
C00976,Amanda Siqueira,69,Nordeste,Pro,2021-06-25,0,5,0
C00977,Giovanna Macedo,32,Sul,Basic,2023-10-23,2,5,1
C00978,Bernardo Vieira,64,Centro-Oeste,Basic,2023-09-28,2,0,0
C00979,Sara Carvalho,39,Sudeste,Pro,2022-03-31,3,5,0
C00980,Liz da Costa,31,Centro-Oeste,Basic,2021-10-03,3,3,0
C00981,Eduardo Silva,43,Sudeste,Pro,2022-05-13,1,3,0
C00982,Maria Flor Barbosa,45,Centro-Oeste,Basic,2022-11-07,1,1,1
C00983,Pietra Pacheco,40,Norte,Basic,2023-11-18,2,10,0
C00984,Yasmin Montenegro,31,Sudeste,Basic,2023-10-22,1,3,0
C00985,Sra. Ísis Andrade,41,Centro-Oeste,Basic,2021-02-25,2,4,0
C00986,Sr. Cauê Vargas,19,Sul,Pro,2022-07-01,5,4,1
C00987,Luiz Gustavo Cavalcante,62,Norte,Basic,2021-02-05,4,4,1
C00988,Ana Clara Nunes,43,Norte,Enterprise,2022-03-15,3,3,0
C00989,Maria Liz Sá,31,Sul,Pro,2022-08-18,4,0,0
C00990,Dr. Cauê Albuquerque,68,Centro-Oeste,Basic,2021-11-03,0,9,0
C00991,José Pedro Câmara,24,Nordeste,Pro,2022-09-11,0,7,0
C00992,Stella Novais,20,Sul,Enterprise,2021-12-23,0,2,0
C00993,Hellena Machado,64,Centro-Oeste,Pro,2021-06-30,1,1,0
C00994,Dr. Ravi Vargas,40,Sul,Basic,2021-03-09,2,8,0
C00995,Sarah Cassiano,63,Sul,Enterprise,2021-10-19,1,6,0
C00996,Sr. Rodrigo Caldeira,60,Sudeste,Pro,2022-11-23,1,8,0
C00997,Oliver Barros,64,Centro-Oeste,Basic,2021-06-30,0,1,0
C00998,Diego Ferreira,62,Nordeste,Basic,2022-03-10,3,8,0
C00999,Luigi Marques,35,Sudeste,Pro,2023-07-03,3,9,0
C01000,Vicente Mendes,55,Sul,Basic,2021-03-07,2,8,0
C01001,Dr. Calebe Macedo,52,Sul,Pro,2023-11-11,2,10,0
C01002,Dra. Milena Dias,68,Sul,Basic,2022-01-19,1,8,0
C01003,Kaique Aparecida,32,Centro-Oeste,Enterprise,2021-02-08,0,9,0
C01004,Srta. Alícia Fernandes,42,Centro-Oeste,Pro,2023-04-02,1,9,0
C01005,Bianca Rocha,54,Sudeste,Basic,2022-08-25,0,3,1
C01006,Joaquim Moreira,45,Nordeste,Basic,2023-02-24,4,9,0
C01007,Yuri Castro,27,Sudeste,Pro,2022-11-02,2,2,0
C01008,Dr. Ravi da Conceição,56,Norte,Pro,2022-04-24,1,5,0
C01009,Ester Cirino,34,Sul,Pro,2022-07-15,5,2,0
C01010,Marina Gonçalves,56,Sul,Basic,2021-04-11,1,10,0
C01011,Gael Henrique Machado,39,Sul,Basic,2022-05-29,2,8,0
C01012,Mariane Gomes,43,Sudeste,Basic,2021-06-25,3,2,1
C01013,Heitor Costela,61,Sudeste,Pro,2021-08-26,1,1,0
C01014,Benício Oliveira,42,Sul,Basic,2023-06-29,1,7,0
C01015,Vitor Gabriel Cirino,34,Sudeste,Basic,2023-12-19,2,5,0
C01016,Dr. Gael Henrique Marques,30,Centro-Oeste,Pro,2023-05-21,1,7,0
C01017,João Rios,37,Centro-Oeste,Enterprise,2022-05-10,1,6,0
C01018,Vitória Porto,42,Sudeste,Basic,2023-08-05,2,2,0
C01019,Dr. Matteo Pastor,21,Sul,Basic,2023-01-25,0,7,0
C01020,Luiz Fernando Fogaça,27,Sudeste,Pro,2021-07-30,3,9,0
C01021,Emanuella Rocha,20,Sudeste,Pro,2021-05-20,1,0,0
C01022,Sra. Antonella Rocha,58,Sudeste,Basic,2022-06-25,1,0,0
C01023,Levi Campos,62,Norte,Enterprise,2021-09-27,1,9,0
C01024,Leandro Camargo,35,Centro-Oeste,Pro,2023-11-02,3,7,0
C01025,Marcelo Sales,64,Nordeste,Basic,2022-05-21,3,8,1
C01026,Thomas Gomes,53,Nordeste,Basic,2021-02-01,1,9,0
C01027,Cecilia Oliveira,64,Norte,Pro,2023-12-29,2,5,1
C01028,Mariana Cirino,39,Sudeste,Pro,2023-03-24,2,4,0
C01029,Zoe Sales,51,Norte,Basic,2021-12-28,2,1,1
C01030,Emanuella Novais,64,Norte,Pro,2023-07-18,1,10,0
C01031,Samuel da Paz,25,Sul,Pro,2021-04-10,2,8,1
C01032,Francisco Dias,57,Centro-Oeste,Basic,2021-01-09,2,5,0
C01033,Ana Júlia Fogaça,66,Nordeste,Pro,2022-11-28,0,7,0
C01034,Ryan Carvalho,61,Sudeste,Enterprise,2023-11-19,3,8,0
C01035,Matheus Novais,36,Nordeste,Basic,2022-04-07,1,8,0
C01036,Sabrina Jesus,59,Nordeste,Basic,2023-07-10,4,7,0
C01037,Rebeca Leão,58,Centro-Oeste,Basic,2022-01-25,3,9,0
C01038,Sra. Rebeca Cavalcante,54,Nordeste,Enterprise,2022-09-24,4,7,0
C01039,Arthur Vieira,23,Nordeste,Enterprise,2022-11-13,3,2,0
C01040,João Vitor Andrade,69,Norte,Basic,2021-06-06,0,2,0
C01041,Henry Gabriel Nascimento,43,Centro-Oeste,Pro,2021-12-01,2,1,0
C01042,Enzo Gabriel Vasconcelos,51,Sul,Pro,2021-09-17,2,0,0
C01043,Sabrina Novaes,62,Sudeste,Pro,2021-03-23,1,3,1
C01044,Brenda Oliveira,23,Nordeste,Basic,2023-01-24,1,1,1
C01045,João Felipe Vasconcelos,54,Sudeste,Basic,2022-12-21,1,1,1
C01046,Maria Clara Nogueira,50,Sul,Basic,2021-03-16,4,10,1
C01047,Pedro Lucas Nogueira,39,Sudeste,Pro,2022-09-18,1,10,0
C01048,Otávio Caldeira,38,Sul,Basic,2021-03-03,2,4,1
C01049,Dra. Isadora da Rosa,23,Norte,Enterprise,2023-05-24,0,3,0
C01050,Rael da Luz,23,Nordeste,Basic,2021-11-16,1,0,0
C01051,Sr. Pedro Lucas Campos,65,Sul,Basic,2021-04-12,4,8,1
C01052,Gustavo Henrique Sousa,21,Sudeste,Pro,2023-05-24,0,3,0
C01053,Marcela Santos,47,Nordeste,Pro,2023-08-12,2,4,0
C01054,Mariane Cavalcante,28,Norte,Basic,2021-09-12,0,6,0
C01055,Cecilia Viana,47,Nordeste,Basic,2022-07-24,3,1,0
